,CLAC3_NM,CLAC2_NM,CLAC1_NM,NUM_PD_C,NUM_CLNT_ID,NUM_CLSE_ID,NUM_BRA_NM,TOT_HITS,TOT_PROFIT,TOT_SALES,AVG_HITS,AVG_PROFIT,F,M,AGE10,AGE20,AGE30,AGE40,AGE50,AGE60,AGE70,AGE80,TOT_SESS_SEQ,TOT_PAGE_VIEW,TOT_SESS_HOUR,AVG_SESS_SEQ,AVG_PAGE_VIEW,AVG_SESS_HOUR,mobile,desktop,tablet,April,May,June,July,August,September,ZON_Daejeon,ZON_Busan,ZON_Gyeonggi-do,ZON_Seoul,ZON_Gyeongsangbuk-do,ZON_Jeollabuk-do,ZON_Chungcheongbuk-do,ZON_Gangwon-do,ZON_Chungcheongnam-do,ZON_Incheon,ZON_Daegu,ZON_Gwangju,ZON_Gyeongsangnam-do,ZON_Jeju-do,ZON_Jeollanam-do,ZON_Ulsan,CITY_Daejeon,CITY_Busan,CITY_Anyang,CITY_Seoul,CITY_Gumi-si,CITY_Buan-gun,CITY_Cheongju-si,CITY_Chuncheon-si,CITY_Cheonan-si,CITY_Incheon,CITY_Daegu,CITY_Wonju-si,CITY_Seongnam-si,CITY_Goyang-si,CITY_Gwangmyeong-si,CITY_Uijeongbu-si,CITY_Namyangju-si,CITY_Jeonju-si,CITY_Cheorwon-gun,CITY_Hwaseong-si,CITY_Gwangju,CITY_Gimhae-si,CITY_Tongyeong-si,CITY_Seogwipo-si,CITY_Ansan-si,CITY_Naju-si,CITY_Ulsan,CITY_Anseong,CITY_Gimcheon-si,CITY_Yongin-si,CITY_Namwon-si,CITY_Bucheon-si,CITY_Gunsan-si,CITY_Yeosu-si,CITY_Sacheon-si,CITY_Osan-si,CITY_Dangjin-si,CITY_Gunpo-si,CITY_Hanam-si,CITY_Gongju-si,CITY_Seocheon-gun,CITY_Yeongi-gun,CITY_Siheung-si,CITY_Paju-si,CITY_Yangsan-si,CITY_Gyeongju-si,CITY_Goseong-gun,CITY_Iksan,CITY_Yeongcheon-si,CITY_Suncheon-si,CITY_Pohang-si,CITY_Pyeongchang-gun,CITY_Suwon-si,CITY_Jincheon-gun,CITY_Nonsan-si,CITY_Mokpo-si,CITY_Muan-gun,CITY_Haman-gun,CITY_Geoje-si,CITY_Chilgok-gun,CITY_Hampyeong-gun,CITY_Gangneung-si,CITY_Ulleung-gun,CITY_Icheon-si,CITY_Chungju-si,CITY_Pyeongtaek-si,CITY_Taean-gun,CITY_Gwangju-si,CITY_Dongducheon-si,CITY_Gwangyang-si,CITY_Gimpo-si,CITY_Jeongeup-si,CITY_Hadong-gun,CITY_Uiwang-si,CITY_Jeju-si,CITY_Gyeongsan-si,CITY_Yeongju-si,CITY_Pocheon-si,CITY_Yangpyeong-gun,CITY_Donghae-si,CITY_Gwacheon-si,CITY_Uiseong-gun,CITY_Jinju-si,CITY_Yecheon-gun,CITY_Asan-si,CITY_Hwacheon-gun,CITY_Sangju-si,CITY_Seosan-si,CITY_Okcheon-gun,CITY_Gimje-si,CITY_Cheongwon-gun,CITY_Gangjin-gun,CITY_Eumseong-gun,CITY_Uljin-gun,CITY_Guri-si,CITY_Inje-gun,CITY_Boeun-gun,CITY_Andong,CITY_Boseong-gun,CITY_Yeongwol-gun,CITY_Buyeo-gun,CITY_Hongseong-gun,CITY_Hapcheon-gun,CITY_Jecheon-si,CITY_Damyang-gun,CITY_Goryeong-gun,CITY_Changnyeong-gun,CITY_Yeongyang-gun,CITY_Yeonggwang-gun,CITY_Uiryeong-gun,CITY_Samcheok-si,CITY_Namhae-gun,CITY_Jangheung-gun,CITY_Yeoncheon-gun,CITY_Mungyeong-si,CITY_Yangju-si,CITY_Jangseong-gun,CITY_Gochang-gun,CITY_Miryang-si,CITY_Boryeong-si,CITY_Yanggu-gun,CITY_Wando-gun,CITY_Jeongseon-gun,CITY_Imsil-gun,CITY_Danyang-gun,CITY_Haenam-gun,CITY_Geochang-gun,CITY_Bonghwa-gun,CITY_Sokcho-si,CITY_Muju-gun,CITY_Yeongam-gun,CITY_Yeoju-gun,CITY_Taebaek-si,CITY_Gokseong-gun,CITY_Yeongdong-gun,CITY_Jeungpyeong-gun,CITY_Hwasun-gun,CITY_Sinan-gun,CITY_Jangsu-gun,CITY_Hamyang-gun,CITY_Hongcheon-gun,CITY_Yesan-gun,CITY_Geumsan-gun,CITY_Wanju-gun,CITY_Jinan-gun,CITY_Gyeryong-si,CITY_Gapyeong-gun,CITY_Sunchang-gun,CITY_Cheongsong-gun,CITY_Seongju-gun,CITY_Goheung-gun,CITY_Yeongdeok-gun,CITY_Yangyang-gun,CITY_Sancheong-gun,CITY_Hoengseong-gun,CITY_Cheongdo-gun,CITY_Goesan-gun,CITY_Jindo-gun,CITY_Gurye-gun,CITY_Cheongyang-gun,CITY_(not set),CITY_Gunwi-gun,CITY_Masan
522,여성비치웨어,수영/물놀이,시즌스포츠,2975,12804,14786,107,1903674,793760450,19916,95.59,39855.42,15072.0,1206.0,103.0,1920.0,7581.0,6128.0,465.0,77.0,4.0,,3046867,2336693.0,39198062.0,152.99,117.33,1968.17,16570.0,3258.0,88.0,1282.0,2187.0,3820.0,7759.0,4031.0,837.0,407.0,2291.0,3414.0,7118.0,700.0,589.0,334.0,331.0,566.0,704.0,896.0,500.0,1084.0,204.0,390.0,388.0,407.0,2291.0,260.0,7118.0,145.0,13.0,160.0,81.0,145.0,704.0,896.0,63.0,244.0,314.0,59.0,84.0,174.0,322.0,11.0,230.0,500.0,386.0,43.0,59.0,159.0,24.0,388.0,33.0,37.0,307.0,15.0,187.0,77.0,72.0,19.0,55.0,43.0,67.0,50.0,70.0,4.0,79.0,111.0,101.0,153.0,72.0,16.0,85.0,19.0,73.0,192.0,7.0,307.0,19.0,25.0,68.0,17.0,200.0,91.0,18.0,1.0,49.0,4.0,41.0,64.0,131.0,6.0,72.0,24.0,31.0,159.0,12.0,2.0,27.0,145.0,54.0,30.0,27.0,20.0,23.0,15.0,16.0,108.0,6.0,65.0,5.0,14.0,41.0,1.0,24.0,25.0,7.0,17.0,14.0,76.0,5.0,,42.0,8.0,8.0,5.0,38.0,9.0,31.0,6.0,,8.0,,11.0,2.0,16.0,3.0,2.0,7.0,7.0,59.0,6.0,14.0,28.0,18.0,4.0,11.0,2.0,2.0,6.0,7.0,9.0,2.0,24.0,2.0,7.0,4.0,8.0,1.0,5.0,4.0,26.0,2.0,5.0,10.0,12.0,6.0,13.0,11.0,2.0,8.0,10.0,5.0,5.0,1.0,,12.0,3.0,5.0,2.0,7.0,2.0,7.0,3.0,,,3.0,
523,여성사파리,여성의류아우터,여성의류,165,605,661,68,59068,43423050,700,84.38,62032.93,533.0,30.0,1.0,20.0,175.0,295.0,69.0,2.0,,1.0,130507,78607.0,1378554.0,186.44,112.3,1969.36,565.0,129.0,6.0,447.0,146.0,20.0,12.0,24.0,51.0,19.0,65.0,131.0,220.0,21.0,35.0,14.0,12.0,15.0,33.0,27.0,39.0,45.0,5.0,12.0,7.0,19.0,65.0,13.0,220.0,2.0,1.0,5.0,2.0,3.0,33.0,27.0,1.0,9.0,15.0,,5.0,4.0,17.0,1.0,7.0,39.0,12.0,8.0,2.0,9.0,,7.0,1.0,2.0,19.0,1.0,6.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,3.0,3.0,4.0,4.0,2.0,,7.0,,2.0,8.0,1.0,9.0,,,1.0,1.0,12.0,1.0,,,2.0,,,3.0,3.0,,,,3.0,5.0,3.0,,1.0,3.0,2.0,,3.0,,1.0,,,3.0,,3.0,1.0,2.0,2.0,,1.0,2.0,,1.0,,7.0,,,2.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,2.0,,1.0,,1.0,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,2.0,,,,,,
524,여성샌들,여성화,패션잡화,6655,23016,28215,303,2390504,2590142030,32228,74.17,80369.31,25819.0,1416.0,34.0,2507.0,11697.0,10901.0,1882.0,172.0,38.0,4.0,6013359,3125014.0,55868892.0,186.59,96.97,1733.55,27646.0,4465.0,117.0,2083.0,5500.0,12049.0,8583.0,3467.0,546.0,631.0,3314.0,5486.0,13828.0,854.0,866.0,379.0,383.0,791.0,1106.0,1273.0,854.0,1285.0,243.0,471.0,464.0,631.0,3314.0,416.0,13828.0,158.0,16.0,201.0,74.0,230.0,1106.0,1273.0,68.0,481.0,534.0,96.0,161.0,307.0,481.0,7.0,292.0,854.0,487.0,47.0,64.0,279.0,46.0,464.0,46.0,46.0,519.0,33.0,322.0,128.0,77.0,21.0,39.0,50.0,136.0,89.0,95.0,10.0,109.0,136.0,160.0,203.0,77.0,22.0,106.0,28.0,67.0,255.0,13.0,540.0,15.0,29.0,108.0,21.0,195.0,72.0,32.0,1.0,72.0,,56.0,49.0,177.0,19.0,97.0,15.0,30.0,206.0,27.0,6.0,47.0,179.0,82.0,18.0,34.0,36.0,32.0,22.0,8.0,114.0,12.0,96.0,1.0,16.0,43.0,3.0,24.0,42.0,3.0,13.0,10.0,125.0,7.0,2.0,61.0,5.0,6.0,7.0,29.0,17.0,34.0,10.0,6.0,33.0,4.0,7.0,1.0,20.0,16.0,10.0,10.0,15.0,68.0,6.0,7.0,32.0,18.0,5.0,9.0,4.0,7.0,3.0,19.0,14.0,5.0,31.0,3.0,10.0,13.0,10.0,4.0,10.0,6.0,14.0,3.0,8.0,4.0,15.0,21.0,7.0,16.0,6.0,19.0,27.0,3.0,2.0,6.0,8.0,7.0,6.0,3.0,10.0,5.0,1.0,8.0,5.0,9.0,1.0,1.0,
525,여성선글라스,안경/선글라스,패션잡화,1960,4510,5435,158,448753,761406070,6258,71.71,121669.23,4596.0,721.0,3.0,455.0,1964.0,2310.0,503.0,68.0,14.0,,1216308,594390.0,11325096.0,194.36,94.98,1809.7,5396.0,835.0,27.0,1240.0,1449.0,1582.0,1292.0,518.0,177.0,137.0,660.0,1091.0,2476.0,194.0,174.0,98.0,116.0,133.0,243.0,239.0,184.0,268.0,46.0,99.0,100.0,137.0,660.0,114.0,2476.0,34.0,,43.0,31.0,37.0,243.0,239.0,26.0,108.0,99.0,33.0,32.0,61.0,101.0,,68.0,184.0,120.0,12.0,10.0,59.0,6.0,100.0,16.0,10.0,95.0,11.0,30.0,17.0,18.0,2.0,14.0,4.0,21.0,25.0,18.0,,19.0,36.0,36.0,43.0,31.0,5.0,21.0,3.0,26.0,35.0,,105.0,4.0,2.0,14.0,6.0,41.0,12.0,8.0,2.0,11.0,1.0,3.0,9.0,27.0,5.0,19.0,,2.0,37.0,15.0,3.0,9.0,36.0,17.0,21.0,4.0,3.0,13.0,9.0,1.0,27.0,,18.0,1.0,2.0,10.0,2.0,,8.0,1.0,5.0,4.0,19.0,8.0,,9.0,,,4.0,5.0,,22.0,1.0,1.0,2.0,1.0,4.0,,4.0,,,1.0,5.0,6.0,3.0,,2.0,5.0,4.0,2.0,,,,3.0,,,12.0,3.0,2.0,,2.0,1.0,1.0,3.0,3.0,,1.0,,1.0,3.0,2.0,4.0,,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,6.0,1.0,3.0,,,,1.0,
526,여성세정제,여성위생용품,퍼스널케어,31,545,585,18,53146,11445800,740,71.82,15467.3,546.0,47.0,,38.0,228.0,282.0,44.0,1.0,,,158686,68333.0,1258037.0,214.44,92.34,1700.05,606.0,131.0,3.0,125.0,216.0,119.0,93.0,94.0,93.0,17.0,92.0,142.0,262.0,32.0,21.0,20.0,9.0,16.0,32.0,26.0,10.0,40.0,3.0,14.0,4.0,17.0,92.0,8.0,262.0,8.0,,11.0,3.0,7.0,32.0,26.0,3.0,10.0,8.0,,7.0,12.0,14.0,,6.0,10.0,16.0,1.0,1.0,4.0,5.0,4.0,2.0,1.0,3.0,,8.0,1.0,2.0,,1.0,2.0,1.0,2.0,,,3.0,6.0,3.0,5.0,1.0,,2.0,,5.0,12.0,,23.0,,1.0,,,7.0,4.0,,,1.0,,3.0,5.0,7.0,,2.0,,,5.0,,,1.0,2.0,3.0,1.0,,4.0,,2.0,,4.0,,2.0,,,,1.0,,,,2.0,2.0,1.0,,,3.0,,,,,1.0,1.0,,,,,,,1.0,,,,,9.0,,1.0,2.0,,,,,,,,,,1.0,1.0,,3.0,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
527,여성속옷세트,여성속옷,속옷/양말/홈웨어,5985,20958,25062,144,4250842,1354956840,49008,86.74,27647.67,37276.0,1967.0,214.0,6828.0,16585.0,13559.0,1803.0,179.0,74.0,1.0,7429457,5019841.0,89475157.0,151.6,102.43,1825.73,39779.0,9013.0,216.0,7571.0,9410.0,9404.0,8664.0,9120.0,4839.0,1274.0,5932.0,7566.0,15792.0,1932.0,1883.0,1001.0,814.0,1468.0,1714.0,2467.0,1633.0,2864.0,452.0,1181.0,1035.0,1274.0,5932.0,512.0,15792.0,346.0,43.0,512.0,191.0,351.0,1714.0,2467.0,188.0,587.0,761.0,150.0,267.0,459.0,979.0,24.0,460.0,1633.0,1054.0,74.0,117.0,405.0,44.0,1035.0,74.0,86.0,493.0,34.0,358.0,263.0,204.0,79.0,118.0,100.0,117.0,158.0,180.0,26.0,159.0,257.0,213.0,295.0,149.0,58.0,272.0,53.0,252.0,548.0,31.0,850.0,32.0,104.0,255.0,20.0,461.0,272.0,41.0,5.0,125.0,2.0,93.0,120.0,260.0,32.0,171.0,34.0,97.0,235.0,85.0,19.0,43.0,332.0,215.0,75.0,81.0,54.0,66.0,50.0,16.0,265.0,24.0,165.0,6.0,47.0,130.0,10.0,42.0,123.0,25.0,59.0,69.0,129.0,15.0,2.0,133.0,7.0,5.0,26.0,60.0,18.0,76.0,11.0,22.0,42.0,,25.0,15.0,32.0,35.0,25.0,18.0,33.0,99.0,30.0,34.0,106.0,56.0,16.0,15.0,4.0,9.0,7.0,35.0,53.0,1.0,36.0,14.0,24.0,43.0,17.0,5.0,13.0,18.0,44.0,19.0,10.0,16.0,26.0,6.0,29.0,70.0,11.0,30.0,17.0,17.0,8.0,22.0,11.0,27.0,8.0,11.0,15.0,6.0,29.0,16.0,12.0,14.0,3.0,9.0,
528,여성숄더백,여성가방,패션잡화,6696,14007,16763,421,1973662,6450620389,20930,94.3,308199.73,15096.0,1232.0,100.0,2245.0,5645.0,6473.0,1197.0,654.0,14.0,,4036833,2910247.0,41636430.0,192.87,139.05,1989.32,18278.0,2592.0,60.0,3230.0,3864.0,3837.0,3746.0,3566.0,2687.0,433.0,4232.0,3193.0,7119.0,583.0,882.0,287.0,273.0,489.0,702.0,715.0,460.0,829.0,128.0,338.0,267.0,433.0,4232.0,243.0,7119.0,112.0,4.0,147.0,72.0,115.0,702.0,715.0,53.0,228.0,324.0,73.0,88.0,170.0,358.0,9.0,186.0,460.0,322.0,22.0,39.0,161.0,22.0,267.0,36.0,30.0,263.0,24.0,173.0,81.0,81.0,16.0,47.0,40.0,60.0,60.0,63.0,2.0,64.0,104.0,94.0,107.0,64.0,20.0,331.0,10.0,66.0,174.0,8.0,350.0,4.0,16.0,70.0,7.0,135.0,70.0,22.0,1.0,33.0,1.0,31.0,33.0,90.0,10.0,72.0,24.0,31.0,93.0,31.0,2.0,39.0,89.0,54.0,13.0,19.0,20.0,21.0,19.0,6.0,87.0,2.0,63.0,3.0,21.0,42.0,7.0,12.0,40.0,4.0,12.0,11.0,57.0,1.0,3.0,31.0,2.0,3.0,8.0,29.0,4.0,33.0,2.0,7.0,4.0,2.0,6.0,,14.0,5.0,8.0,4.0,6.0,32.0,4.0,3.0,25.0,10.0,5.0,6.0,1.0,5.0,1.0,7.0,12.0,,16.0,6.0,8.0,16.0,10.0,2.0,2.0,3.0,5.0,3.0,,3.0,8.0,5.0,6.0,24.0,,12.0,17.0,3.0,5.0,3.0,,3.0,1.0,2.0,8.0,4.0,2.0,2.0,1.0,4.0,,2.0,
529,여성수면양말,여성양말류,속옷/양말/홈웨어,39,66,68,12,10893,513800,144,75.65,3568.06,106.0,5.0,,1.0,45.0,44.0,10.0,11.0,,,40976,14393.0,251587.0,284.56,99.95,1747.13,114.0,27.0,3.0,15.0,29.0,23.0,22.0,20.0,35.0,5.0,30.0,27.0,56.0,10.0,,2.0,,9.0,,5.0,,,,,,5.0,30.0,4.0,56.0,1.0,,1.0,,,,5.0,,,1.0,2.0,,3.0,,,10.0,,,,,,,,,4.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,3.0,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
530,여성수영복,수영/물놀이,시즌스포츠,3578,9093,11459,100,1187048,724545860,13477,88.08,53761.66,10491.0,616.0,8.0,1141.0,4596.0,4593.0,639.0,114.0,15.0,1.0,1976472,1483017.0,25219677.0,146.66,110.04,1871.31,11208.0,2185.0,84.0,1407.0,1756.0,2407.0,3854.0,2735.0,1318.0,313.0,1488.0,2257.0,5219.0,508.0,267.0,199.0,186.0,383.0,495.0,544.0,336.0,676.0,141.0,260.0,205.0,313.0,1488.0,146.0,5219.0,106.0,4.0,95.0,52.0,83.0,495.0,544.0,38.0,178.0,215.0,51.0,59.0,162.0,157.0,2.0,140.0,336.0,271.0,14.0,26.0,79.0,22.0,205.0,24.0,28.0,195.0,11.0,122.0,37.0,53.0,8.0,35.0,42.0,49.0,30.0,54.0,3.0,51.0,40.0,68.0,85.0,52.0,4.0,22.0,17.0,41.0,96.0,9.0,249.0,9.0,20.0,42.0,9.0,159.0,53.0,14.0,1.0,24.0,,12.0,24.0,68.0,14.0,53.0,9.0,12.0,93.0,4.0,,20.0,115.0,51.0,23.0,12.0,15.0,17.0,15.0,4.0,33.0,3.0,51.0,2.0,19.0,13.0,6.0,4.0,31.0,,14.0,19.0,72.0,2.0,,25.0,6.0,6.0,4.0,12.0,7.0,10.0,7.0,4.0,11.0,10.0,8.0,3.0,4.0,6.0,2.0,1.0,12.0,21.0,2.0,3.0,12.0,16.0,2.0,3.0,4.0,7.0,,4.0,8.0,1.0,10.0,1.0,14.0,13.0,4.0,1.0,1.0,8.0,19.0,,3.0,1.0,7.0,6.0,3.0,11.0,2.0,7.0,11.0,1.0,1.0,12.0,7.0,9.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,,,
531,여성스니커즈,여성화,패션잡화,3971,12795,14756,310,1276328,1951545710,17387,73.41,112241.66,12783.0,1567.0,39.0,1316.0,6266.0,5678.0,931.0,106.0,13.0,1.0,2711221,1647580.0,29264153.0,155.93,94.76,1683.11,14582.0,2730.0,75.0,3761.0,3352.0,3145.0,2916.0,1710.0,2503.0,411.0,1978.0,2933.0,6836.0,538.0,472.0,272.0,269.0,449.0,621.0,847.0,415.0,732.0,127.0,243.0,244.0,411.0,1978.0,183.0,6836.0,73.0,16.0,143.0,52.0,112.0,621.0,847.0,48.0,268.0,318.0,72.0,93.0,174.0,257.0,12.0,160.0,415.0,286.0,30.0,29.0,129.0,19.0,244.0,26.0,30.0,251.0,12.0,120.0,72.0,41.0,19.0,48.0,30.0,48.0,31.0,54.0,2.0,74.0,70.0,105.0,87.0,67.0,8.0,37.0,14.0,25.0,128.0,9.0,349.0,12.0,17.0,60.0,17.0,112.0,57.0,24.0,2.0,37.0,3.0,26.0,36.0,86.0,8.0,60.0,20.0,18.0,96.0,24.0,6.0,28.0,97.0,38.0,20.0,25.0,15.0,24.0,10.0,2.0,66.0,7.0,46.0,4.0,28.0,24.0,7.0,19.0,25.0,5.0,14.0,11.0,56.0,5.0,1.0,40.0,2.0,3.0,5.0,26.0,7.0,23.0,,3.0,9.0,2.0,7.0,1.0,6.0,5.0,3.0,5.0,15.0,34.0,3.0,1.0,33.0,15.0,4.0,3.0,10.0,4.0,1.0,8.0,6.0,7.0,20.0,6.0,4.0,9.0,13.0,1.0,3.0,4.0,12.0,5.0,3.0,4.0,7.0,9.0,11.0,16.0,2.0,13.0,18.0,3.0,7.0,2.0,2.0,4.0,5.0,,6.0,12.0,3.0,3.0,3.0,3.0,1.0,1.0,
532,여성스웨터/풀오버,여성의류상의,여성의류,6986,14237,18366,420,2410420,965291080,24418,98.71,39531.95,18227.0,889.0,11.0,1435.0,6795.0,8462.0,2173.0,209.0,31.0,,5187662,2989146.0,50278727.0,212.45,122.42,2059.08,19427.0,4867.0,124.0,4324.0,4140.0,3850.0,2892.0,3049.0,6163.0,539.0,2332.0,4360.0,9516.0,869.0,789.0,356.0,371.0,683.0,780.0,949.0,660.0,1176.0,187.0,412.0,439.0,539.0,2332.0,356.0,9516.0,104.0,7.0,205.0,83.0,185.0,780.0,949.0,78.0,395.0,445.0,72.0,125.0,250.0,395.0,5.0,279.0,660.0,419.0,37.0,45.0,172.0,53.0,439.0,59.0,49.0,437.0,6.0,226.0,95.0,70.0,22.0,40.0,29.0,87.0,52.0,74.0,5.0,89.0,134.0,117.0,131.0,96.0,29.0,153.0,10.0,80.0,204.0,9.0,421.0,7.0,19.0,77.0,10.0,213.0,119.0,14.0,1.0,63.0,11.0,47.0,57.0,112.0,6.0,54.0,24.0,28.0,169.0,40.0,2.0,37.0,142.0,81.0,132.0,31.0,26.0,29.0,26.0,8.0,117.0,2.0,89.0,4.0,35.0,50.0,4.0,10.0,40.0,5.0,6.0,12.0,87.0,7.0,2.0,54.0,9.0,4.0,11.0,22.0,6.0,19.0,3.0,2.0,27.0,1.0,5.0,2.0,17.0,2.0,2.0,6.0,9.0,48.0,5.0,14.0,38.0,23.0,5.0,3.0,2.0,4.0,,6.0,15.0,13.0,19.0,3.0,16.0,14.0,11.0,1.0,6.0,7.0,27.0,1.0,,4.0,19.0,67.0,2.0,52.0,4.0,11.0,12.0,6.0,6.0,8.0,2.0,7.0,2.0,1.0,6.0,10.0,3.0,6.0,2.0,1.0,,1.0,
533,여성스웨트셔츠/후드/집업,여성의류상의,여성의류,812,2148,2358,184,294318,97608500,2963,99.33,32942.46,2179.0,168.0,3.0,113.0,800.0,1202.0,194.0,35.0,,,505569,355310.0,6070257.0,170.63,119.92,2048.69,2376.0,572.0,15.0,1288.0,505.0,134.0,137.0,179.0,720.0,54.0,369.0,574.0,1033.0,101.0,89.0,45.0,46.0,78.0,124.0,134.0,61.0,151.0,13.0,46.0,45.0,54.0,369.0,43.0,1033.0,23.0,1.0,22.0,12.0,18.0,124.0,134.0,2.0,38.0,54.0,17.0,10.0,64.0,43.0,,32.0,61.0,60.0,2.0,5.0,24.0,1.0,45.0,1.0,6.0,36.0,6.0,24.0,17.0,6.0,1.0,8.0,5.0,17.0,15.0,5.0,,11.0,28.0,19.0,19.0,8.0,,14.0,5.0,14.0,29.0,,50.0,2.0,3.0,7.0,3.0,37.0,6.0,4.0,,8.0,,2.0,6.0,15.0,2.0,16.0,2.0,5.0,28.0,2.0,,2.0,8.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,8.0,,8.0,1.0,,6.0,3.0,1.0,8.0,,1.0,1.0,10.0,,,6.0,,,1.0,10.0,1.0,3.0,,,9.0,,4.0,,2.0,,,,,4.0,,1.0,6.0,2.0,,,2.0,,,1.0,2.0,,11.0,,,,,1.0,,,2.0,,,,4.0,1.0,2.0,4.0,,2.0,4.0,,1.0,5.0,,5.0,,,,,,,2.0,2.0,,1.0,
534,여성스커트,여성의류하의,여성의류,14118,27430,37814,551,4724877,1941791830,47679,99.1,40726.35,37969.0,1520.0,34.0,3435.0,17074.0,16057.0,2488.0,334.0,66.0,1.0,10196257,5899337.0,93531361.0,213.85,123.73,1961.69,39940.0,7486.0,253.0,8278.0,8800.0,9588.0,8122.0,6321.0,6570.0,1093.0,4556.0,8264.0,19654.0,1335.0,1394.0,736.0,692.0,1374.0,1746.0,1861.0,1291.0,1850.0,256.0,680.0,897.0,1093.0,4556.0,742.0,19654.0,217.0,9.0,403.0,130.0,348.0,1746.0,1861.0,192.0,720.0,904.0,166.0,285.0,390.0,792.0,19.0,557.0,1291.0,683.0,70.0,73.0,349.0,60.0,897.0,66.0,61.0,724.0,41.0,480.0,157.0,129.0,36.0,125.0,53.0,140.0,109.0,175.0,23.0,219.0,228.0,186.0,268.0,115.0,35.0,212.0,26.0,105.0,410.0,9.0,824.0,23.0,35.0,110.0,29.0,282.0,163.0,56.0,1.0,108.0,6.0,81.0,98.0,234.0,23.0,145.0,32.0,69.0,287.0,70.0,8.0,71.0,183.0,87.0,43.0,63.0,21.0,52.0,36.0,8.0,145.0,6.0,164.0,10.0,40.0,95.0,6.0,17.0,113.0,11.0,30.0,37.0,153.0,3.0,2.0,115.0,1.0,19.0,9.0,53.0,21.0,29.0,6.0,11.0,32.0,3.0,18.0,6.0,32.0,16.0,13.0,10.0,24.0,85.0,10.0,9.0,56.0,46.0,10.0,9.0,2.0,8.0,5.0,14.0,20.0,1.0,29.0,11.0,22.0,36.0,15.0,7.0,14.0,7.0,39.0,8.0,5.0,17.0,29.0,89.0,8.0,37.0,10.0,32.0,15.0,15.0,32.0,9.0,4.0,20.0,5.0,1.0,19.0,5.0,6.0,6.0,9.0,2.0,1.0,3.0,
535,여성스포츠베스트,여성일반스포츠의류,스포츠패션,27,77,81,12,8984,5044550,89,100.94,56680.34,71.0,4.0,,11.0,28.0,27.0,9.0,,,,13019,11831.0,190401.0,146.28,132.93,2139.34,73.0,14.0,2.0,15.0,19.0,16.0,9.0,13.0,17.0,2.0,7.0,18.0,39.0,2.0,1.0,1.0,4.0,,,5.0,5.0,4.0,,,1.0,2.0,7.0,2.0,39.0,1.0,,1.0,2.0,,,5.0,,,1.0,,,2.0,,,1.0,5.0,1.0,,,2.0,,1.0,,,2.0,,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
